Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial(1);Modifc. (2);C. Definitivo (3);C Disponible (4);Re. Pte. Util.(5);C. Autorizado (6);C. Dispuesto (7);Obl. Reconoc. (8);C. Ordenado (9);Pagos Real (10)
;;001;057;93301;63200;2017/001196;2017/001196;EDIFICIO ED-1 PASEO VIEJO, 4, CASA DE CAMPO. CONSOLIDACIÓN DE CUBIERTA;209;MONCLOA-ARAVACA;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;;;;;;;0,00;206228,10;206228,10;0,00;0,00;206228,10;206228,10;206211,25;0,00;206211,25
;;001;057;93301;63200;2017/001197;2017/001197;LOCAL C/JOSÉ JOAQUÍN ORTIZ, 9 Y 11. ADAPTACIÓN CENTRO SOCIOEDUCATIVO ADOLESCENTES;216;HORTALEZA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;03;INFANCIA Y FAMILIA;;;;;;;0,00;300000,00;300000,00;100000,00;200000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/001205;2017/001205;EDIFICIO PLAZA VILLA, 4. ACONDICIONAMIENTO PARA UNIDAD GESTIÓN DE LA DIVERSIDAD;998;VARIOS DISTRITOS;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;45456,34;45456,34;15000,00;0,00;30456,34;30456,34;30456,34;0,00;30456,34
;;001;057;93301;63200;2017/001206;2017/001206;EDIFICIO PLAZA DE LA VILLA, 5. ADECUACIÓN DE ESPACIOS Y CARPINTERÍA;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;160000,00;160000,00;60,86;0,00;159939,14;159939,14;159935,91;0,00;0,00
;;001;057;93301;63200;2017/001235;2017/001235;RESIDENCIA NUESTRA SEÑORA DE LA PALOMA CERCEDILLA. OBRAS DE REFORMA;999;NO DISTRITALIZABLE;05;EDUCACIÓN;05;OTROS CENTROS DE ENSEÑANZA;;;;;;;0,00;6881,44;6881,44;0,00;0,00;6881,44;6881,44;6881,44;0,00;6881,44
;;001;057;93301;63200;2017/001282;2017/001282;EDIFICIO PALACIO DE CIBELES. OBRAS DE REFORMA;203;RETIRO;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;47000,00;47000,00;255,13;0,00;46744,87;46744,87;46744,56;0,00;46744,56
;;001;057;93301;63200;2017/001283;2017/001283;QUIOSCO EN PASEO DE MORET, 2. OBRAS DE DEMOLICIÓN;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;12976,72;12976,72;0,00;0,00;12976,72;12976,72;10988,03;0,00;10988,03
;;001;057;93301;63200;2017/001300;2017/001300;ANTIGUO MERCADO DE LEGAZPI. SUBSANACIÓN DE PATOLOGÍAS PUNTUALES;202;ARGANZUELA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;;;;;;;0,00;1529298,00;1529298,00;1529298,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/001304;2017/001304;CENTRO DEPORTIVO MOSCARDÓ. REFORMA INSTALACIONES Y CLIMATIZACION;212;USERA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;899721,86;899721,86;0,00;0,00;899721,86;899721,86;840785,67;0,00;549306,99
;;001;057;93301;63200;2017/001438;2017/001438;CENTRO DEPORTIVO ALUCHE. ADECUACIÓN CÉSPED NATURAL EN CAMPOS;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;273710,00;273710,00;73710,00;200000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/001442;2017/001442;UNIDAD INTEGRAL POLICÍA MUNICIPAL CIUDAD LINEAL. OBRAS DE REFORMA;215;CIUDAD LINEAL;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;19457,38;19457,38;0,00;19457,38;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/004709;2017/004709;CENTRO DEPORTIVO LA VAGUADA. SUBSANACIÓN PATOLOGÍAS EN LA PISCINA CUBIERTA;208;FUENCARRAL-EL PARDO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1997,29;1997,29;0,00;0,00;1997,29;1997,29;1997,29;0,00;1997,29
;;001;057;93301;63200;2017/004710;2017/004710;CENTRO DEPORTIVO CASA DE CAMPO. SUBSANACIÓN PATOLOGÍAS EN LA PISCINA CLIMATIZADA;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;2097,15;2097,15;0,00;0,00;2097,15;2097,15;2097,15;0,00;2097,15
;;001;057;93301;63200;2017/004713;2017/004713;CENTRO DEPORTIVO LAS CRUCES. SUBSANACIÓN PATOLOGÍA EN CUBIERTA E INSTALACIÓN PANELES TÉRMICOS;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;898,78;898,78;0,00;0,00;898,78;898,78;898,78;0,00;898,78
;;001;057;93301;63200;2017/004714;2017/004714;CENTRO DEPORTIVO LA MINA. SUBSANACIÓN PATOLOGÍAS VASOS DE PISCINA Y PLAYAS EXTERIORES;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1817,53;1817,53;0,00;0,00;1817,53;1817,53;1817,53;0,00;1817,53
;;001;057;93301;63200;2017/004715;2017/004715;CENTRO DEPORTIVO MUNICIPAL PALOMERAS. SUBSANACIÓN DE PATOLOGÍAS;213;PUENTE DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;361,67;361,67;0,00;0,00;361,67;361,67;361,67;0,00;361,67
;;001;057;93301;63200;2017/004720;2017/004720;CENTRO DEPORTIVO DE MORATALAZ. SUBSANACIÓN DE PATOLOGÍAS EN GRADERÍOS;214;MORATALAZ;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;748,98;748,98;0,00;0,00;748,98;748,98;748,98;0,00;748,98
;;001;057;93301;63200;2017/004722;2017/004722;DEPORTIVO CERRO ALMODÓVAR . SUBSANACIÓN PATOLOGÍAS PISCINAS VERANO Y REDISTRIBUCIÓN VESTUARIOS;218;VILLA DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;4129,39;4129,39;0,00;0,00;4129,39;4129,39;4129,39;0,00;4129,39
;;001;057;93301;63200;2017/004746;2017/004746;CENTRO DEPORTIVO JOSÉ MARÍA CAGIGAL. REFORMA PISCINAS DE VERANO Y PISTAS;209;MONCLOA-ARAVACA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;2097,15;2097,15;0,00;0,00;2097,15;2097,15;2097,15;0,00;2097,15
;;001;057;93301;63200;2017/004749;2017/004749;CENTRO DEPORTIVO LOS CÁRMENES. REFORMA Y AMPLIACIÓN DE VESTUARIOS Y PISTAS DEPORTIVAS;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;848,84;848,84;0,00;0,00;848,84;848,84;848,84;0,00;848,84
;;001;057;93301;63200;2017/004754;2017/004754;DEPORTIVO BÁSICO PALOMERAS BAJAS,  C/PUERTO BARBARÁN. REFORMA CAMPO DE FÚTBOL;213;PUENTE DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;699,04;699,04;0,00;0,00;699,04;699,04;699,04;0,00;699,04
;;001;057;93301;63200;2017/004758;2017/004758;CENTRO DEPORTIVO DE MORATALAZ. REFORMA DE VASO Y GALERÍA DE LA PISCINA DE VERANO;214;MORATALAZ;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1572,84;1572,84;0,00;0,00;1572,84;1572,84;1572,84;0,00;1572,84
;;001;057;93301;63200;2017/004775;2017/004775;CENTRO DEPORTIVO SAN BLAS. REFORMA DE VASOS Y GALERÍAS DE LAS PISCINAS;220;SAN BLAS-CANILLEJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;2696,34;2696,34;0,00;0,00;2696,34;2696,34;2696,34;0,00;2696,34
;;001;057;93301;63200;2017/007003;2017/007003;GIMNASIO EN EL CENTRO DEPORTIVO VICÁLVARO. ADAPTACIÓN (ID: 1472);219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;100000,00;0,00;100000,00;0,00;100000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007004;2017/007004;CAMPO DE RUGBY EN DEPORTIVO TRES OLIVOS II. ADECUACIÓN (ID: 1605);208;FUENCARRAL-EL PARDO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;750000,00;0,00;750000,00;18494,00;650000,00;81506,00;81506,00;80603,71;0,00;80603,71
;;001;057;93301;63200;2017/007007;2017/007007;TEJADOS VERDES Y PLACAS SOLARES EN EDIFICIOS DOTACIONALES.INSTALACIÓN (ID: 3556);998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;18;PRESUPUESTOS PARTICIPATIVOS;1500000,00;-1500000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007008;2017/007008;CANTÓN DE LIMPIEZA C/SANTA ENGRACIA 116 B. AISLAMIENTO ACÚSTICO (ID: 3885);207;CHAMBERI;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;50000,00;0,00;50000,00;0,00;50000,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007009;2017/007009;ROCÓDROMO EN EL POLIDEPORTIVO DE VICÁLVARO. ADAPTACIÓN (ID: 4260);219;VICALVARO;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;18;PRESUPUESTOS PARTICIPATIVOS;21600,00;0,00;21600,00;0,00;21600,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007010;2017/007010;CENTRO DE DÍA DE MAYORES EL PARDO.AMPLIACIÓN Y ACONDICIONAMIENTO (ID: 4373);208;FUENCARRAL-EL PARDO;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;00;CENTROS DE DÍA Y RESIDENCIAS DE MAYORES;;;;;18;PRESUPUESTOS PARTICIPATIVOS;300000,00;0,00;300000,00;300000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007011;2017/007011;PANELES DE CAPTACIÓN DE ENERGÍA SOLAR EN EDIFICIOS MUNICIPALES. INSTALACIÓN (ID: 4802);998;VARIOS DISTRITOS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;18;PRESUPUESTOS PARTICIPATIVOS;600000,00;-600000,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007315;2017/007315;CENTRO DEPORTIVO LA MASÓ. INSTALACIÓN PANELES CAPTACIÓN ENERGÍA SOLAR;208;FUENCARRAL-EL PARDO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;150000,00;150000,00;150000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007316;2017/007316;CENTRO DEPORTIVO CASA DE CAMPO. INSTALACIÓN PANELES CAPTACIÓN ENERGÍA SOLAR;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;80000,00;80000,00;80000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007317;2017/007317;CENTRO CULTURAL SANCHINARRO. INSTALACIÓN PANELES CAPTACIÓN ENERGÍA SOLAR;216;HORTALEZA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;100000,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007318;2017/007318;CENTRO CULTURAL EDUARDO ÚRCULO. INSTALACIÓN PANELES CAPTACIÓN ENERGÍA SOLAR;206;TETUAN;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;270000,00;270000,00;270000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007319;2017/007319;PARQUE BOMBEROS C/SAN BERNARDO, 68. PANELES SOLARES Y REFORMA ELÉCTRICA;201;CENTRO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;40000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007320;2017/007320;EDIFICIO SEDE DISTRITO CIUDAD LINEAL. PANELES SOLARES Y REFORMA ELÉCTRICA;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;130000,00;130000,00;130000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007321;2017/007321;EDIFICIO SEDE DISTRITO HORTALEZA. PANELES SOLARES Y REFORMA INSTALACIÓN ELÉCTRICA;216;HORTALEZA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;80000,00;80000,00;80000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007322;2017/007322;EDIFICIO SEDE DISTRITO LATINA. PANELES SOLARES Y REFORMA INSTALACIÓN ELÉCTRICA;210;LATINA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;160000,00;160000,00;160000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007323;2017/007323;EDIFICIO SEDE DISTRISTO MONCLOA-ARAVACA. PANELES SOLARES Y REFORMA ELÉCTRICA;209;MONCLOA-ARAVACA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;90000,00;90000,00;90000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007324;2017/007324;EDIFICIO SEDE DISTRITO RETIRO. PANELES SOLARES Y REFORMA INSTALACIÓN ELÉCTRICA;203;RETIRO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;10000,00;10000,00;10000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007325;2017/007325;EDIFICIO SEDE DISTRITO SAN BLAS-CANILLEJAS. PANELES SOLARES Y REFORMA ELÉCTRICA;220;SAN BLAS-CANILLEJAS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;170000,00;170000,00;170000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007326;2017/007326;EDIFICIO SEDE DISTRITO USERA. PANELES SOLARES Y REFORMA INSTALACIÓN ELÉCTRICA;212;USERA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;40000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007327;2017/007327;EDIFICIO SEDE DISTRITO VICÁLVARO. PANELES SOLARES Y REFORMA ELÉCTRICA;219;VICALVARO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;25000,00;25000,00;25000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007328;2017/007328;EDIFICIO SEDE DISTRITO VILLA DE VALLECAS. PANELES SOLARES Y REFORMA ELÉCTRICA;218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;65000,00;65000,00;65000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007329;2017/007329;EDIFICIO SEDE DISTRITO VILLAVERDE. PANELES SOLARES Y REFORMA ELÉCTRICA;217;VILLAVERDE;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;80000,00;80000,00;80000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007330;2017/007330;EDIFICIO C/ ALCALÁ, 45. PANELES SOLARES Y REFORMA INSTALACIÓN ELÉCTRICA;201;CENTRO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;110000,00;110000,00;110000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007331;2017/007331;EDIFICIO PALACIO DE CIBELES. PANELES SOLARES Y REFORMA INSTALACIÓN ELÉCTRICA;203;RETIRO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;50000,00;50000,00;50000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007332;2017/007332;CENTRO CULTURAL BUENAVISTA. PANELES SOLARES Y REFORMA INSTALACIÓN ELÉCTRICA;204;SALAMANCA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;40000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007333;2017/007333;CENTRO SOCIOCULTURAL EDUARDO CHILLIDA. PANELES SOLARES Y REFORMA ELÉCTRICA;214;MORATALAZ;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;55000,00;55000,00;55000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007334;2017/007334;CENTRO SOCIOCULTURAL GARCÍA LORCA. PANELES SOLARES Y REFORMA ELÉCTRICA (ID: 3556);211;CARABANCHEL;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;20000,00;20000,00;20000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007335;2017/007335;CENTRO CULTURAL ORCASUR. PANELES SOLARES Y REFORMA INSTALACIÓN ELÉCTRICA (ID: 3556);212;USERA;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;18;PRESUPUESTOS PARTICIPATIVOS;0,00;160000,00;160000,00;160000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007336;2017/007336;CENTRO DE MAYORES LADERA DE LOS ALMENDROS. PANELES SOLARES Y REFORMA ELÉCTRICA;219;VICALVARO;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;60000,00;60000,00;60000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007337;2017/007337;CENTRO DE MAYORES ISLAS FILIPINAS. PANELES SOLARES Y REFORMA ELÉCTRICA;215;CIUDAD LINEAL;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;75000,00;75000,00;75000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007338;2017/007338;CENTRO DE MAYORES VILLA DE VALLECAS. PANELES SOLARES Y REFORMA ELÉCTRICA;218;VILLA DE VALLECAS;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;30000,00;30000,00;30000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;63200;2017/007339;2017/007339;CENTRO DEPORTIVO ANTIGUO CANÓDROMO. PANELES SOLARES Y REFORMA ELÉCTRICA;211;CARABANCHEL;09;MEDIO AMBIENTE;07;DESARROLLO MEDIO AMBIENTAL, SOSTENIBILIDAD;;;;;;;0,00;10000,00;10000,00;10000,00;0,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;63200;2016/000700;2016/000700;PABELLÓN 2, EDIFICIO C/MATAPOZUELOS, 2. REHABILITACIÓN PARA CASA DE LAS MUJERES;216;HORTALEZA;03;PROTECCIÓN Y PROMOCIÓN SOCIAL;04;ATENCIÓN SOCIAL A LA MUJER;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;1307000,00;-29368,74;1277631,26;23920,79;0,00;1253710,47;1253710,47;1253693,36;0,00;1253693,36
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;63200;2016/000701;2016/000701;INSTALACIÓN DEPORTIVA BÁSICA BARRIO DE LOS CÁRMENES. REHABILITACIÓN;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;1500000,00;-90767,15;1409232,85;0,00;0,00;1409232,85;1409232,85;1409232,61;0,00;1409232,61
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;63200;2017/000599;2017/000599;CENTRO SOCIOCULTURAL POLIVALENTE JUVENIL EN VILLAVERDE. OBRAS DE ADAPTACIÓN;217;VILLAVERDE;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;04;CENTROS POLIVALENTES;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;600000,00;0,00;600000,00;0,00;600000,00;0,00;0,00;0,00;0,00;0,00
5;FONDO DE REEQUILIBRIO TERRITORIAL;001;057;93301;63200;2017/001241;2017/001241;CENTRO DEPORTIVO SAN BLAS. OBRAS REFORMA CUBIERTA DEL PABELLÓN;220;SAN BLAS-CANILLEJAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;17;FONDO REEQUILIBRIO TERRITORIAL;;;0,00;345752,64;345752,64;345752,64;0,00;0,00;0,00;0,00;0,00;0,00
;;001;057;93301;65000;2016/000344;2016/000344;ACONDICIONAMIENTO ENTORNO CUARTEL INFANTE DON JUAN. OBRAS DE URBANIZACIÓN;209;MONCLOA-ARAVACA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;1099968,00;0,00;1099968,00;0,25;350889,71;749078,04;749078,04;748970,04;0,00;86020,87
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;057;93303;63200;2016/009012;2016/009012;EDIFICIO 1 CASA DE CAMPO. REFORMA;209;MONCLOA-ARAVACA;02;TRÁFICO, ESTACIONAMIENTO Y TRANSPORTE PÚBLICO;00;TRÁFICO Y SEÑALIZACIÓN;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;245532,13;245532,13;0,00;0,00;245532,13;245532,13;245530,88;0,00;89935,24
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;057;93303;63200;2016/009017;2016/009017;UNIDAD APOYO A LA SEGURIDAD CTERA. DEL PARDO Nº 3. RECONSTRUCCION INTEGRAL DE LA RED DE SANEAMIENTO;209;MONCLOA-ARAVACA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;16198,30;16198,30;0,00;0,00;16198,30;16198,30;16128,34;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;057;93303;63200;2016/009033;2016/009033;CENTRO DE ATENCIÓN BÁSICA SOCIOSANITARIA PARA DROGODEPENDIENTES DE MADRID SALUD. REHABILITACIÓN;201;CENTRO;04;SALUD PÚBLICA;03;DROGODEPENDECIAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;1171651,07;1171651,07;0,00;0,00;1171651,07;1171651,07;1171651,07;0,00;1171651,07
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;057;93303;63200;2016/009036;2016/009036;POLIDEPORTIVO LA ELIPA. OBRAS DE REFORMA;214;MORATALAZ;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;335685,00;335685,00;0,06;0,00;335684,94;335684,94;335684,94;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;057;93303;63200;2016/009038;2016/009038;EDIFICIO MADRIDEC. RECINTOS FERIALES CASA CAMPO. EXIGENCIAS INSPECCIÓN TÉCNICA Y NORMATIVA ELÉCTRICA;209;MONCLOA-ARAVACA;00;INVERSIONES DE CARÁCTER GENERAL;01;SERVICIOS ADMINISTRATIVOS CENTRALES;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;398238,43;398238,43;0,00;0,00;398238,43;398238,43;398238,43;0,00;398238,43
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;057;93303;63200;2016/009055;2016/009055;CASETA DE JARDINEROS C/CORDEL DE PAVONES. SUBSANACIÓN DE PATOLOGÍAS;219;VICALVARO;09;MEDIO AMBIENTE;01;ZONAS AJARDINADAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;0,00;82949,52;82949,52;0,00;0,00;82949,52;82949,52;82944,19;0,00;82944,19
