#Centro,Descripcion Centro,Seccion,Descripcion Seccion,Programa,Descripcion Programa,Capitulo,Descripcion Capitulo,Economico,Descripcion Economico,,,C_DEFINITIVO,,,OBL_RECONOC
001,AYUNTAMIENTO DE MADRID,077,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,6,INVERSIONES REALES,63599,OTRO MOBILIARIO Y ENSERES (REFORMA Y REPOSICIÓN),,,3000,,,0
001,AYUNTAMIENTO DE MADRID,077,"PARTICIP.CIUDADANA,TRANSP. Y GOB.ABIERTO",92501,ATENCIÓN A LA CIUDADANÍA,6,INVERSIONES REALES,63901,SEÑALIZACIÓN (REFORMA Y REPOSICIÓN),,,13000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,13402,PLANIFICACIÓN DE LA MOVILIDAD,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,900000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,13402,PLANIFICACIÓN DE LA MOVILIDAD,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,,360000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,13403,INSTALACIONES DE GESTIÓN DE LA MOVILIDAD,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,,17559664,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,10100,RETRIBUCIONES BÁSICAS,,,186223,,,15324.56
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,,,498323,,,32592.75
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,,,73729,,,5811.42
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,,,669974,,,35399.67
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,,,585508,,,35914.08
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,12005,SUELDOS DEL GRUPO E,,,155100,,,10881.38
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,12006,TRIENIOS,,,413594,,,27603.52
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,,,1243112,,,81467.67
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,,,2650588,,,177353.22
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,,,205672,,,13094.49
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,13000,RETRIBUCIONES BÁSICAS,,,121977,,,8395.35
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,13002,OTRAS REMUNERACIONES,,,167291,,,8135.19
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,13100,RETRIBUCIONES BÁSICAS,,,0,,,935
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,13102,OTRAS REMUNERACIONES,,,0,,,1737.54
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,,,242110,,,19766.4
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,,,1593133,,,127189.97
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,1,GASTOS DE PERSONAL,16009,OTRAS CUOTAS,,,0,,,12321.24
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20200,ARRENDAMIENTOS DE EDIFICIOS Y OTRAS CONSTRUCCIONES,,,6402208,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21200,REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.,,,250983,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21300,"REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE",,,96584,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21500,"REP., MANT. Y CONSERV. DE MOBILIARIO",,,18977,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22000,MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE,,,90000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22001,"PRENSA, REVISTAS, LIBROS Y OTRAS PUBLICACIONES",,,400,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22002,MATERIAL INFORMÁTICO NO INVENTARIABLE,,,60000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22104,VESTUARIO,,,35500,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22106,PRODUCTOS FARMACÉUTICOS Y MATERIAL SANITARIO,,,750,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22199,OTROS SUMINISTROS,,,14000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22201,POSTALES,,,100,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22501,TRIBUTOS DE LAS COMUNIDADES AUTÓNOMAS,,,2000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22602,PUBLICIDAD Y PROPAGANDA,,,145000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22603,PUBLICACIÓN EN DIARIOS OFICIALES,,,175000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22604,GASTOS JURÍDICOS Y CONTENCIOSOS,,,300000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22605,ANUNCIOS DE INSERCIÓN OBLIGATORIA,,,200000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22700,LIMPIEZA Y ASEO,,,462897,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22701,SEGURIDAD,,,226271,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22704,"CUSTODIA, DEPÓSITOS Y ALMACENAJE",,,264264,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,333092,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23010,DEL PERSONAL DIRECTIVO,,,1500,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23020,DEL PERSONAL NO DIRECTIVO,,,4500,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,23399,OTRAS INDEMNIZACIONES,,,300,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,4,TRANSFERENCIAS CORRIENTES,41001,A LA AGENCIA DE ACTIVIDADES,,,0,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15000,DIR.Y GESTIÓN ADMV.DE DESARROLLO URBANO SOSTENIBLE,7,TRANSFERENCIAS DE CAPITAL,71001,A LA AGENCIA DE ACTIVIDADES,,,0,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,10100,RETRIBUCIONES BÁSICAS,,,91353,,,3877.21
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,,,366307,,,22403
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,,,59300,,,3874.28
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,,,102006,,,5817.84
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,,,121165,,,7781.76
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12006,TRIENIOS,,,139733,,,10058.99
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,,,433814,,,27873.53
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,,,1015746,,,64418.35
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,,,46177,,,3063.71
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,13000,RETRIBUCIONES BÁSICAS,,,61486,,,5121.35
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,13002,OTRAS REMUNERACIONES,,,94163,,,4570.28
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,13100,RETRIBUCIONES BÁSICAS,,,0,,,840.11
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,13102,OTRAS REMUNERACIONES,,,0,,,2061.39
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,,,89797,,,6651.49
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,,,536789,,,43239.92
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,16009,OTRAS CUOTAS,,,0,,,3747.76
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,20500,ARRENDAMIENTOS DE MOBILIARIO Y ENSERES,,,5390,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21300,"REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE",,,4000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,21600,"REP., MANT.Y CONSERV. EQUIPOS PROCESO INFORMACIÓN",,,0,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22199,OTROS SUMINISTROS,,,1000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22500,TRIBUTOS ESTATALES,,,500,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22706,ESTUDIOS Y TRABAJOS TÉCNICOS,,,375000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22799,OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.,,,731235,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,6,INVERSIONES REALES,62601,EQUIPOS PARA PROCESO DE DATOS,,,1000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15101,PLANIFICACIÓN URBANÍSTICA,6,INVERSIONES REALES,62999,OTRAS INV. NUEVAS ASOC. AL FUNCIONAM. OPERAT. SERV,,,53566,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,,,371872,,,17777.86
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,,,363240,,,21386.64
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,,,403750,,,24725.82
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,,,210705,,,11460.7
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12005,SUELDOS DEL GRUPO E,,,15510,,,1107.92
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12006,TRIENIOS,,,298927,,,19779.59
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,,,824742,,,50749.39
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,,,1834956,,,111861.18
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,,,111235,,,6889.71
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,13000,RETRIBUCIONES BÁSICAS,,,132646,,,13286.83
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,13002,OTRAS REMUNERACIONES,,,171930,,,11949.86
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,,,100104,,,8593.13
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,,,1121659,,,84161.11
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,1,GASTOS DE PERSONAL,16009,OTRAS CUOTAS,,,0,,,5062.31
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,2,GASTOS EN BIENES CORRIENTES Y SERVICIOS,22604,GASTOS JURÍDICOS Y CONTENCIOSOS,,,70000,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,6,INVERSIONES REALES,60000,ADQUISICIÓN DE SUELO,,,46292161,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,6,INVERSIONES REALES,60901,SISTEMAS DE COMPENSACIÓN,,,2178926,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15102,GESTIÓN URBANÍSTICA,6,INVERSIONES REALES,68100,ADQUISICIÓN DE SUELO PATRIMONIAL,,,19539539,,,0
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,10100,RETRIBUCIONES BÁSICAS,,,92559,,,7641.36
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,12000,SUELDOS DEL GRUPO A1,,,916530,,,41843.02
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,12001,SUELDOS DEL GRUPO A2,,,983644,,,60513.33
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,12003,SUELDOS DEL GRUPO C1,,,480310,,,24420.85
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,12004,SUELDOS DEL GRUPO C2,,,636932,,,34889.74
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,12006,TRIENIOS,,,584144,,,37860.57
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,12100,COMPLEMENTO DE DESTINO,,,1840020,,,105184.67
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,12101,COMPLEMENTO ESPECÍFICO,,,4563097,,,261137.62
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,12103,OTROS COMPLEMENTOS,,,218132,,,12796.42
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,13000,RETRIBUCIONES BÁSICAS,,,152231,,,10791.21
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,13002,OTRAS REMUNERACIONES,,,164590,,,10749.05
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,13100,RETRIBUCIONES BÁSICAS,,,14754,,,835.7
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,13102,OTRAS REMUNERACIONES,,,30437,,,1630.53
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,15000,PRODUCTIVIDAD,,,292683,,,32592.04
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,16000,SEGURIDAD SOCIAL,,,2350825,,,166423.21
001,AYUNTAMIENTO DE MADRID,087,DESARROLLO URBANO SOSTENIBLE,15103,EJECUCIÓN Y CONTROL DE LA EDIFICACIÓN,1,GASTOS DE PERSONAL,16009,OTRAS CUOTAS,,,0,,,25154.68
