Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Definición proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo ;C Disponible ;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
;;001;087;15102;60000;2003/001330;2003/001330;NUEVA CONEXIÓN CN-II Y DISTRIBUIDOR ESTE. ADQUISICIÓN DE SUELO;220;SAN BLAS-CANILLEJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;140456,30;140456,30;140456,30;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2003/001333;2003/001333;ADQUISICIÓN SUELO C/VILLABLANCA C/V Cº DE AMBROZ. VIARIO;219;VICALVARO;06;URBANISMO;00;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;;;;;;;12769,00;0,00;12769,00;0,06;12768,94;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2005/001472;2005/001472;ADQUISICIÓN DE SUELO EN NUEVOS ACCESOS AL VERTEDERO DE VILLA DE VALLECAS;218;VILLA DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN SUELO PARA INFRASTRUCTURAS Y USO GENER;;;;;;;971,00;0,00;971,00;971,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2006/001033;2006/001033;ADQUISICIÓN SUELO FINCA Nº 3 AMPLIACIÓN CRTA.AL BARRIO DE LA FORTUNA. VIARIO;210;LATINA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;241,00;0,00;241,00;0,49;0,00;240,51;240,51;240,51;0,00;0,00
;;001;087;15102;60000;2008/000488;2008/000488;ADQUISICIÓN DE SUELO EN CAMINO REAL, VICÁLVARO;219;VICALVARO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;1418,00;0,00;1418,00;1418,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2010/000424;2010/000424;ADQUISICIÓN DE SUELO PZA. VILLAFRANCA DE LOS BARROS Y PZA. DE CIEZA;208;FUENCARRAL-EL PARDO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;17359,00;-17358,28;0,72;0,72;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2010/000437;2010/000437;ADQUISICIÓN SUELO PLAZA  BARRAGÁN, 3;211;CARABANCHEL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;479509,00;-20909,05;458599,95;14996,59;443603,36;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2010/000438;2010/000438;ADQUISICIÓN SUELO C/ JOSÉ ANSELMO CLAVÉ, S/N;203;RETIRO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;1683,43;1683,43;1683,43;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2013/000321;2013/000321;ADQUISICIÓN DE SUELO C/ SAN MARCELO Y CYESA;215;CIUDAD LINEAL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;319750,00;0,00;319750,00;0,33;0,00;319749,67;319749,67;319749,67;0,00;319749,67
;;001;087;15102;60000;2013/000323;2013/000323;ADQUISICIÓN DE SUELO C/ VÍA LUSITANA, 21;211;CARABANCHEL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;249654,65;249654,65;249654,65;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2013/000325;2013/000325;ADQUISICIÓN DE SUELO C/ MARQUÉS DE VIANA, 66;206;TETUAN;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;203447,00;0,00;203447,00;47283,49;0,00;156163,51;156163,51;156163,51;0,00;0,00
;;001;087;15102;60000;2014/000161;2014/000161;ADQUISICIÓN DE SUELO BARRIO DE VALDEMARÍN;209;MONCLOA-ARAVACA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;31548,00;0,00;31548,00;31548,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2015/000169;2015/000169;ADQUISICIÓN DE SUELO NORTE TORRE ARIAS;220;SAN BLAS-CANILLEJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;209026,00;0,00;209026,00;103100,79;0,00;105925,21;105925,21;105925,21;0,00;105925,21
;;001;087;15102;60000;2015/000229;2015/000229;ADQUISICIÓN DE SUELO C/ ENRIQUE VELASCO, 16;213;PUENTE DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;41449,00;252,56;41701,56;31936,12;0,00;9765,44;9765,44;9765,44;0,00;9548,61
;;001;087;15102;60000;2015/000431;2015/000431;ACTUACIÓN AISLADA C/JULIO DÁNVILA S/N. VIARIO;216;HORTALEZA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;19227,03;19227,03;19227,03;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2016/000312;2016/000312;ADQUISICIÓN DE SUELO CARRETERA DE CARABANCHEL A ARAVACA, 28;210;LATINA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;137735,00;0,00;137735,00;137735,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2017/001412;2017/001412;ADQUISICIÓN DE SUELO C/ SANTA MÓNICA, 10;215;CIUDAD LINEAL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;167381,00;-33556,10;133824,90;133824,90;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2018/001026;2018/001026;ADQUISICIÓN DE SUELO C/ GREGORIO DONAS, 5;215;CIUDAD LINEAL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;92073,00;-61,94;92011,06;41213,74;50797,32;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2018/001109;2018/001109;ADQUISICIÓN SUELO JUNTA COMPENSACIÓN API 08.02 POLÍGONO A DE PEÑAGRANDE;208;FUENCARRAL-EL PARDO;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;2125128,10;2125128,10;2125128,10;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2018/001169;2018/001169;ADQUISICIÓN DE SUELO EN LA CALLE SAN SINFORIANO, 5;221;BARAJAS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;171211,40;171211,40;0,00;171211,40;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;60000;2015/000229;2015/000229;ADQUISICIÓN DE SUELO C/ ENRIQUE VELASCO, 16;213;PUENTE DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;4496,38;4496,38;4496,38;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60901;2004/001092;2004/001092;ÁREA DE PLANEAMIENTO REMITIDO EMILIO MUÑOZ 20.04;220;SAN BLAS-CANILLEJAS;06;URBANISMO;02;urbanización suelo a través del sist.compensación;;;;;;;1137,00;0,00;1137,00;0,81;0,00;1136,19;1136,19;1136,19;0,00;1136,19
;;001;087;15102;60901;2006/000377;2006/000377;SISTEMAS DE COMPENSACIÓN. PERI 14-06 SANTA LUISA INDUSTRIAL;218;VILLA DE VALLECAS;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;12774,00;0,00;12774,00;12774,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60901;2014/000198;2014/000198;JUNTA DE COMPENSACIÓN PLANETARIO MENESES. OBRAS DE URBANIZACIÓN;202;ARGANZUELA;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;37270,00;0,00;37270,00;37270,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60901;2014/000431;2014/000431;DESARROLLO DEL ESTE-LOS CERROS. JUNTA DE COMPENSACIÓN;219;VICALVARO;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;1446,00;0,00;1446,00;964,49;0,00;481,51;481,51;0,00;0,00;0,00
;;001;087;15102;60901;2015/000464;2015/000464;CALLE LENGUAS ESTE. URBANIZACIÓN A TRAVÉS DEL SISTEMA DE COMPENSACIÓN;217;VILLAVERDE;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;13476,00;0,00;13476,00;13476,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;60901;2003/001140;2003/001140;SUELO URBANIZABLE PROGRAMADO ENSANCHE VALLECAS 1.03;218;VILLA DE VALLECAS;06;URBANISMO;02;urbanización suelo a través del sist.compensación;;;;;;;0,00;2810,29;2810,29;0,00;0,00;2810,29;2810,29;2810,29;0,00;2810,29
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;60901;2009/000488;2009/000488;UZP 2.03 DESARROLLO DEL ESTE LOS AHIJONES. COMPENSACIÓN;219;VICALVARO;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;0,00;368112,78;368112,78;368112,78;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;60901;2014/000198;2014/000198;JUNTA DE COMPENSACIÓN PLANETARIO MENESES. OBRAS DE URBANIZACIÓN;202;ARGANZUELA;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;0,00;211504,80;211504,80;29815,65;0,00;181689,15;181689,15;181689,15;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;60901;2015/000464;2015/000464;CALLE LENGUAS ESTE. URBANIZACIÓN A TRAVÉS DEL SISTEMA DE COMPENSACIÓN;217;VILLAVERDE;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;0,00;5712,00;5712,00;0,00;0,00;5712,00;5712,00;5712,00;0,00;5712,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15102;60902;2003/001163;2003/001163;ÁREA DE PLANEAMIENTO INCORPORADO SANDALIA NAVAS 08.13;208;FUENCARRAL-EL PARDO;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0,00;60078,31;60078,31;60078,31;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15102;60902;2003/001255;2003/001255;POLÍGONO DE COOPERACIÓN C/ALAR DEL REY Y TRAVESÍA DE ALARO;221;BARAJAS;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0,00;5129,24;5129,24;5129,24;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15102;60902;2003/001300;2003/001300;ÁREA DE PLANEAMIENTO ESPECÍFICO CÁRCAVAS 16.07;216;HORTALEZA;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0,00;235016,21;235016,21;235016,21;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2003/001035;2003/001035;ADQUISICIÓN SUELO CAMINO DE LOS INGENIEROS C/V. C/JUAN ALONSO;211;CARABANCHEL;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;57250,00;0,00;57250,00;0,02;0,00;57249,98;57249,98;57249,98;0,00;57249,98
;;001;087;15102;68100;2003/001084;2003/001084;ADQUISICIÓN SUELO C/DOCTOR SÁNCHEZ Y OTRAS API 13.15;213;PUENTE DE VALLECAS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;1284,00;0,00;1284,00;0,35;0,00;1283,65;1283,65;1283,65;0,00;1283,65
;;001;087;15102;68100;2003/001088;2003/001088;ADQUISICIÓN DE SUELO C/ OFELIA NIETO. API 09.03;209;MONCLOA-ARAVACA;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;109721,00;0,00;109721,00;53848,23;0,00;55872,77;55872,77;55872,77;0,00;0,00
;;001;087;15102;68100;2003/001093;2003/001093;ADQUISICIÓN DE SUELO EN MÉNDEZ ALVARO NORTE APR 02.06;202;ARGANZUELA;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;2220,00;0,00;2220,00;0,40;0,00;2219,60;2219,60;2219,60;0,00;1008,99
;;001;087;15102;68100;2003/001182;2003/001182;ADQUISICIÓN SUELO CAMINO ALTO DE SAN ISIDRO OESTE API 11.17;211;CARABANCHEL;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;74190,00;0,00;74190,00;74190,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2008/000921;2008/000921;ADQUISICIÓN SUELO CAMINO REAL VICÁLVARO (EQUIPAMIENTOS);219;VICALVARO;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;4232,00;0,00;4232,00;4232,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2009/000359;2009/000359;ADQUISICIÓN DE SUELO PASEO DE LA DIRECCIÓN,  P.P.R.I. 06.02;206;TETUAN;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;3148593,00;46315,19;3194908,19;0,00;0,00;3194908,19;3194908,19;3194908,19;0,00;1945439,12
;;001;087;15102;68100;2010/000261;2010/000261;ADQUISICIÓN DE SUELO C/HUERTA DEL BAYO, 8;201;CENTRO;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;309,00;0,00;309,00;309,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2010/000281;2010/000281;ADQUISICIÓN SUELO AV. GENERAL FANJUL S/N C/V C/ MONROY. EQUIPAMIENTOS;210;LATINA;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;2719,00;0,00;2719,00;2719,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2013/000326;2013/000326;ADQUISICIÓN DE SUELO C/ ILIADA C/V. PITÁGORAS;220;SAN BLAS-CANILLEJAS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;46414,00;-46315,19;98,81;98,81;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2014/000134;2014/000134;ADQUISICIÓN SUELO C/ SANTIAGO EL VERDE, 13;201;CENTRO;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;18796,00;0,00;18796,00;18796,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2015/000228;2015/000228;ADQUISICIÓN DE SUELO AVDA. DE LOS ROSALES;217;VILLAVERDE;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;377905,00;0,00;377905,00;377905,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2016/000323;2016/000323;ADQUISICIÓN DE SUELO C/ CALERO PITA Y C/ MIGUEL ROCA, 33;213;PUENTE DE VALLECAS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;3394,00;0,00;3394,00;3394,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2017/001509;2017/001509;ADQUISICIÓN DE SUELO CALLE MARQUÉS DE VIANA, 68. EQUIPAMIENTO;206;TETUAN;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;12907,00;0,00;12907,00;0,93;0,00;12906,07;12906,07;12906,07;0,00;0,00
;;001;087;15102;68100;2018/001041;2018/001041;ADQUISICIÓN DE SUELO C/ GREGORIO DONAS, 5. EQUIPAMIENTO;215;CIUDAD LINEAL;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;307951,00;0,00;307951,00;78822,67;229128,33;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15102;68100;2009/000359;2009/000359;ADQUISICIÓN DE SUELO PASEO DE LA DIRECCIÓN,  P.P.R.I. 06.02;206;TETUAN;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;2005993,25;2005993,25;1585837,82;0,00;420155,43;420155,43;420155,43;0,00;71760,63
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;68100;2003/001094;2003/001094;ADQUISICIÓN DE SUELO SIERRA TOLEDANA  APR 13.01;213;PUENTE DE VALLECAS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;70033,62;70033,62;41066,66;0,00;28966,96;28966,96;28966,96;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;68100;2009/000359;2009/000359;ADQUISICIÓN DE SUELO PASEO DE LA DIRECCIÓN,  P.P.R.I. 06.02;206;TETUAN;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;351773,01;351773,01;351773,01;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;68100;2010/000261;2010/000261;ADQUISICIÓN DE SUELO C/HUERTA DEL BAYO, 8;201;CENTRO;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;6702,79;6702,79;6702,79;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;68100;2016/000323;2016/000323;ADQUISICIÓN DE SUELO C/ CALERO PITA Y C/ MIGUEL ROCA, 33;213;PUENTE DE VALLECAS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;530884,82;530884,82;0,00;0,00;530884,82;530884,82;530884,82;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15102;68100;2017/000711;2017/000711;ADQUISICIÓN SUELO EN C/ FEDERICO SALMÓN, 2 (CLUB DE TENIS);205;CHAMARTIN;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;1815877,85;1815877,85;0,00;0,00;1815877,85;1815877,85;0,00;0,00;0,00
;;001;087;15103;63200;2016/000281;2016/000281;ADOPCIÓN MEDIDAS DE SEGURIDAD Y CONSOLIDACIONES EN EDIFICIOS MUNICIPALES;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;527590,00;-23845,97;503744,03;503744,03;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15103;63200;2018/001062;2018/001062;EDIFICIO CALLE LUNA, 32. ADOPCIÓN MEDIDAS DE SEGURIDAD;201;CENTRO;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;0,00;5731,81;5731,81;0,00;5731,81;0,00;0,00;0,00;0,00;0,00
;;001;087;15103;63200;2018/001152;2018/001152;UNIDAD INTEGRAL DE POLICÍA DISTRITO USERA. ADOPCIÓN MEDIDAS DE SEGURIDAD;212;USERA;01;PROTECCIÓN CIVIL Y SEGURIDAD CIUDADANA;00;POLICIA MUNICIPAL;;;;;;;0,00;18114,16;18114,16;18114,16;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15103;63200;2016/000281;2016/060281;CENTRO DEPORTIVO PALOMERAS. ADOPCIÓN MEDIDAS DE SEGURIDAD;213;PUENTE DE VALLECAS;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;100832,52;100832,52;0,00;0,00;100832,52;100832,52;0,00;0,00;0,00
;;001;087;15105;60000;2016/000283;2016/000283;DERRIBOS EN ÁMBITOS DE EXPROPIACIÓN;998;VARIOS DISTRITOS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;40000,00;0,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15105;60000;2016/000283;2017/001203;DESALOJO, APEO Y ACONDICIONAMIENTO DE EDIFICACIONES EN AV. CARABANCHEL ALTO, 52;211;CARABANCHEL;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;48923,63;48923,63;0,00;0,00;48923,63;48923,63;0,00;0,00;0,00
;;001;087;15105;60904;2016/000288;2016/000288;URBANIZACIÓN DE SUELO EN EL TÉRMINO MUNICIPAL DE MADRID;998;VARIOS DISTRITOS;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;65319,00;-15317,75;50001,25;50001,25;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15105;60904;2016/000288;2017/001277;C/ RAMÓN GÓMEZ DE LA SERNA Y C/ MATARÓ. URBANIZACIÓN;208;FUENCARRAL-EL PARDO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0,00;3127,74;3127,74;0,00;0,00;3127,74;3127,74;3097,99;0,00;3097,99
;;001;087;15105;60904;2016/000288;2017/001392;MERCADILLO CALLE GANDHI, 16. OBRAS DE URBANIZACIÓN;215;CIUDAD LINEAL;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0,00;12190,01;12190,01;0,00;0,00;12190,01;12190,01;0,00;0,00;0,00
;;001;087;15105;68100;2016/000290;2016/000290;DERRIBOS EN SUELO PATRIMONIAL;998;VARIOS DISTRITOS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;40000,00;700000,00;740000,00;740000,00;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60902;2015/000358;2015/000358;ÁREA PLANEAMIENTO INCORPORADO 09.18 C/ BERMEO. URBANIZACIÓN SISTEMA COOPERACIÓN;209;MONCLOA-ARAVACA;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0,00;26882,81;26882,81;17779,00;0,00;9103,81;9103,81;0,00;0,00;0,00
2;INCORPORACIONES REMANENTES VOLUNTARIAS;001;087;15321;60902;2003/001091;2003/001091;POLÍGONO DE COOPERACIÓN EMERENCIANA ZURILLA;209;MONCLOA-ARAVACA;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0,00;43629,02;43629,02;43629,02;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;60903;2018/000593;2018/000593;C/ MARQUÉS DE VIANA, 41. OBRAS ACCESORIAS DE URBANIZACIÓN;206;TETUAN;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;7048,15;7048,15;483,01;0,00;6565,14;6565,14;0,00;0,00;0,00
;;001;087;15321;60903;2018/000594;2018/000594;AV. SANTA CATALINA, S/N. OBRAS ACCESORIAS DE URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;34710,74;34710,74;34710,74;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;60903;2018/000595;2018/000595;C/ MANUEL CANO, 2. OBRAS ACCESORIAS DE URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;4132,23;4132,23;4132,23;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;60903;2018/000597;2018/000597;C/ ADRIÁN ANDRÉS, 1. OBRAS ACCESORIAS DE URBANIZACIÓN;209;MONCLOA-ARAVACA;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;105620,84;105620,84;105620,84;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;60903;2018/000598;2018/000598;C/ BENICARLÓ, 20. OBRAS ACCESORIAS DE URBANIZACIÓN;221;BARAJAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;16115,70;16115,70;14,38;0,00;16101,32;16101,32;0,00;0,00;0,00
;;001;087;15321;60903;2018/000599;2018/000599;C/ BRÍGIDA ALONSO, 6. OBRAS ACCESORIAS DE URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;9504,13;9504,13;17,44;0,00;9486,69;9486,69;0,00;0,00;0,00
;;001;087;15321;60903;2018/000600;2018/000600;C/ EDUARDO BARREIROS, 118. OBRAS ACCESORIAS DE URBANIZACIÓN;217;VILLAVERDE;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;147107,44;147107,44;147107,44;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;60903;2018/000601;2018/000601;C/ MARQUESADO DE SANTA MARTA, 15 A 21. OBRAS ACCESORIAS DE URBANIZACIÓN;220;SAN BLAS-CANILLEJAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;95867,77;95867,77;0,06;0,00;95867,71;95867,71;0,00;0,00;0,00
;;001;087;15321;60903;2018/000602;2018/000602;C/ ANTONIA LANCHA, 10. OBRAS ACCESORIAS DE URBANIZACIÓN;211;CARABANCHEL;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;41322,31;41322,31;27207,07;0,00;14115,24;14115,24;0,00;0,00;0,00
;;001;087;15321;60903;2018/000603;2018/000603;C/ CAPITÁN BLANCO ARGIBAY, 34. OBRAS ACCESORIAS DE URBANIZACIÓN;206;TETUAN;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;22066,12;22066,12;8617,95;0,00;13448,17;13448,17;0,00;0,00;0,00
