Fondo;Descripción;Centro;Sección;Programa;Subconcepto;Programa de Financiación;Código proyecto;Título;Distrito;Texto Distrito;Línea Inversión;Descripción Línea de Inversión;Sublíne de Inversión;Descripción Sublíne de Inversión;Etiqueta 16;Descripción etiqueta 16;Etiqueta 17;Descripción etiqueta 17;Etiqueta 18;Descripción etiqueta 18;Cred. Inicial;Modifc. ;C. Definitivo;C Disponible ;Re. Pte. Util.;C. Autorizado;C. Dispuesto;Obl. Reconoc.;C. Ordenado;Pagos Real
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2014/000254;2014/000254;C/ ALEJANDRO CASONA, 38 C/V. ANGELITA CAMARERO. OBRAS DE URBANIZACIÓN;208;FUENCARRAL-EL PARDO;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;28925,62;28925,62;28925,62;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;61904;2014/000435;2014/000435;ENTORNO DEL BARRIO DE CHUECA. OBRAS DE REMODELACIÓN;201;CENTRO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;4245441,00;-43197,15;4202243,85;0,00;1418844,01;2783399,84;2783399,84;132654,00;0,00;128060,02
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15340;61903;2014/000461;2014/000461;REMODELACIÓN PLAZA CARLOS TRIAS BERTRAN;206;TETUAN;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;749199,45;749199,45;645664,09;0,00;103535,36;103535,36;103493,07;0,00;103493,07
;;001;087;15340;61904;2014/000461;2014/000461;REMODELACIÓN PLAZA CARLOS TRIAS BERTRAN;206;TETUAN;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;50000,00;219482,87;269482,87;224760,10;0,00;44722,77;44722,77;44704,89;0,00;44704,89
;;001;087;15340;61920;2014/000471;2014/000471;JARDINES PLAZA ARQUITECTO RIBERA. ADECUACIÓN;201;CENTRO;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;665052,00;339674,54;1004726,54;128980,00;0,00;875746,54;875746,54;156060,24;0,00;35115,95
;;001;087;15102;60000;2015/000169;2015/000169;ADQUISICIÓN DE SUELO NORTE TORRE ARIAS;220;SAN BLAS-CANILLEJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;370018,56;370018,56;0,00;0,00;370018,56;370018,56;370018,56;0,00;370018,56
;;001;087;15340;61904;2015/000207;2015/000207;PLAZA DE ESPAÑA. OBRAS DE REMODELACIÓN;201;CENTRO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;2000000,00;-800000,00;1200000,00;373000,00;0,00;827000,00;50000,00;0,00;0,00;0,00
;;001;087;15340;61910;2015/000212;2015/000212;CARRETERA DE LA FORTUNA. ADECUACIÓN VIARIO PÚBLICO;210;LATINA;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;1077860,00;80000,00;1157860,00;255429,17;0,00;902430,83;872983,83;638473,02;0,00;466594,81
;;001;087;15321;61904;2015/000226;2015/000226;ANILLO VERDE CICLISTA. OBRAS DE REMODELACIÓN;998;VARIOS DISTRITOS;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;3000000,00;-2949999,00;50001,00;50001,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;61904;2015/000226;2015/010226;ANILLO VERDE CICLISTA DISTRITO HORTALEZA. OBRAS DE REMODELACIÓN;216;HORTALEZA;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;0,00;525000,00;525000,00;0,00;0,00;525000,00;0,00;0,00;0,00;0,00
;;001;087;15321;61904;2015/000226;2015/020226;ANILLO VERDE CICLISTA DISTRITO SAN BLAS-CANILLEJAS. OBRAS DE REMODELACIÓN;220;SAN BLAS-CANILLEJAS;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;0,00;145500,00;145500,00;0,00;0,00;145500,00;0,00;0,00;0,00;0,00
;;001;087;15321;61904;2015/000226;2015/030226;ANILLO VERDE CICLISTA DISTRITO CIUDAD LINEAL. OBRAS DE REMODELACIÓN;215;CIUDAD LINEAL;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;0,00;39000,00;39000,00;0,00;0,00;39000,00;0,00;0,00;0,00;0,00
;;001;087;15321;61904;2015/000226;2015/040226;ANILLO VERDE CICLISTA DISTRITO MORATALAZ. OBRAS DE REMODELACIÓN;214;MORATALAZ;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;0,00;142800,00;142800,00;0,00;0,00;142800,00;0,00;0,00;0,00;0,00
;;001;087;15321;61904;2015/000226;2015/050226;ANILLO VERDE CICLISTA DISTRITO PUENTE DE VALLECAS. OBRAS DE REMODELACIÓN;213;PUENTE DE VALLECAS;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;0,00;396900,00;396900,00;0,00;0,00;396900,00;0,00;0,00;0,00;0,00
;;001;087;15321;61904;2015/000226;2015/060226;ANILLO VERDE CICLISTA DISTRITO USERA. OBRAS DE REMODELACIÓN;212;USERA;07;INFRAESTRUCTURAS;06;OTRAS INVERSIONES EN INFRAESTRUCTURAS URBANAS;;;;;;;0,00;250800,00;250800,00;0,00;0,00;250800,00;0,00;0,00;0,00;0,00
;;001;087;15102;68100;2015/000228;2015/000228;ADQUISICIÓN DE SUELO AVDA. DE LOS ROSALES;217;VILLAVERDE;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;150675,09;150675,09;0,00;0,00;150675,09;150675,09;150675,09;0,00;0,00
;;001;087;15102;60000;2015/000229;2015/000229;ADQUISICIÓN DE SUELO C/ ENRIQUE VELASCO, 16;213;PUENTE DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;293593,00;250303,35;543896,35;157237,45;110742,66;275916,24;275916,24;275916,24;0,00;208039,51
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60902;2015/000358;2015/000358;ÁREA PLANEAMIENTO INCORPORADO 09.18 C/ BERMEO. URBANIZACIÓN SISTEMA COOPERACIÓN;209;MONCLOA-ARAVACA;06;URBANISMO;03;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COOPERACIÓN;;;;;;;0,00;249586,78;249586,78;71789,24;0,00;177797,54;177797,54;16896,75;0,00;0,00
;;001;087;15321;60904;2015/000365;2015/000365;C/ PICO DE LA MIEL, 3 Y 5. OBRAS DE URBANIZACIÓN;209;MONCLOA-ARAVACA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;0,00;2304,41;2304,41;0,00;0,00;2304,41;2304,41;2304,41;0,00;2304,41
;;001;087;15321;68101;2015/000368;2015/000368;URBANIZACIÓN SUELO PATRIMONIAL ÁMBITO ÁGUILA-ALCATEL API 02.18;202;ARGANZUELA;06;URBANISMO;06;URBANIZACIÓN SUELO PATRIMONIAL;;;;;;;163645,00;0,00;163645,00;80315,62;0,00;83329,38;83329,38;56220,18;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15340;61903;2015/000453;2015/000453;PLAZA DE MANUEL GOMEZ MORENO. URBANIZACIÓN;206;TETUAN;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;1260072,65;1260072,65;212288,46;0,00;1047784,19;0,00;0,00;0,00;0,00
;;001;087;15102;60901;2015/000464;2015/000464;CALLE LENGUAS ESTE. URBANIZACIÓN A TRAVÉS DEL SISTEMA DE COMPENSACIÓN;217;VILLAVERDE;06;URBANISMO;02;URBANIZACIÓN SUELO A TRAVÉS DEL SIST.COMPENSACIÓN;;;;;;;4630,00;4264,07;8894,07;8894,07;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15321;60903;2015/000495;2015/000495;AVENIDA DE LA DEMOCRACIA, 13. OBRAS DE URBANIZACIÓN;213;PUENTE DE VALLECAS;06;URBANISMO;04;URBANIZACIÓN SUELO A CARGO DE PARTICULARES;;;;;;;0,00;215702,48;215702,48;215702,48;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15102;60000;2015/000509;2015/000509;ADQUISICIÓN SUELO NUEVA AVENIDA ALAMEDA DE OSUNA, C/LA RIOJA,1 C/V SAN SEVERO;221;BARAJAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;43059,73;43059,73;0,00;0,00;43059,73;43059,73;43059,73;0,00;43059,73
;;001;087;15340;68101;2015/000577;2015/000577;PASEO DE LA DIRECCIÓN P.P.R.I. 06.02. OBRAS DE URBANIZACIÓN;206;TETUAN;06;URBANISMO;06;URBANIZACIÓN SUELO PATRIMONIAL;;;;;;;0,00;2290432,88;2290432,88;2290432,88;0,00;0,00;0,00;0,00;0,00;0,00
1;INCORPORACIONES REMANENTES OBLIGATORIAS;001;087;15340;68101;2015/000577;2015/000577;PASEO DE LA DIRECCIÓN P.P.R.I. 06.02. OBRAS DE URBANIZACIÓN;206;TETUAN;06;URBANISMO;06;URBANIZACIÓN SUELO PATRIMONIAL;;;;;;;0,00;7067509,03;7067509,03;0,00;0,00;7067509,03;7067509,03;7067509,03;0,00;0,00
;;001;087;15340;61910;2015/006005;2015/006005;CAMINO ERAR GAVIA. MEJORA FIRME DEL VIAL;218;VILLA DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;16;INV.FINANCIERAM. SOSTENIBLE;;;;;391937,00;302614,86;694551,86;81140,00;0,00;613411,86;613411,86;601102,74;0,00;601102,74
;;001;087;15103;63200;2016/000281;2016/000281;ADOPCIÓN MEDIDAS DE SEGURIDAD Y CONSOLIDACIONES EN EDIFICIOS MUNICIPALES;998;VARIOS DISTRITOS;00;INVERSIONES DE CARÁCTER GENERAL;03;EDIFICIOS PARA EL USO GENERAL;;;;;;;6000000,00;-2519870,74;3480129,26;3480129,26;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15103;63200;2016/000281;2016/130281;DEPORTIVO BÁSICO VÍA LUSITANA. ADOPCIÓN MEDIDAS DE SEGURIDAD;211;CARABANCHEL;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;02;PISTAS DEPORTIVAS ELEMENTALES;;;;;;;0,00;5035,56;5035,56;0,00;0,00;5035,56;5035,56;5035,56;0,00;5035,56
;;001;087;15103;63200;2016/000281;2016/140281;CENTRO DEPORTIVO ALUCHE. ADOPCIÓN MEDIDAS DE SEGURIDAD;210;LATINA;11;DEPORTES, JUVENTUD  Y ESPARCIMIENTO;01;POLIDEPORTIVOS;;;;;;;0,00;14835,18;14835,18;0,00;0,00;14835,18;14835,18;14835,18;0,00;14835,18
;;001;087;15105;60000;2016/000283;2016/000283;DERRIBOS EN ÁMBITOS DE EXPROPIACIÓN;998;VARIOS DISTRITOS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;500000,00;-17914,09;482085,91;482085,91;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15105;60000;2016/000283;2016/020283;DERRIBO EDIFICACIÓN C/ LUMBRALES, 8. ANILLO VERDE MEDIODIA-VALLECAS;218;VILLA DE VALLECAS;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;17914,09;17914,09;0,00;0,00;17914,09;17914,09;17914,09;0,00;17914,09
;;001;087;15105;60904;2016/000288;2016/000288;URBANIZACIÓN DE SUELO EN EL TÉRMINO MUNICIPAL DE MADRID;998;VARIOS DISTRITOS;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;127345,00;200000,00;327345,00;327345,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15105;68100;2016/000290;2016/000290;DERRIBOS EN SUELO PATRIMONIAL;998;VARIOS DISTRITOS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;900000,00;-620409,32;279590,68;279590,68;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15105;68100;2016/000290;2016/050290;DERRIBOS EDIFICACIONES C/ CARANAVAJOS, 2 Y OTRAS. DISTRITO VILLA DE VALLECAS;218;VILLA DE VALLECAS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;20409,32;20409,32;0,00;0,00;20409,32;20409,32;20409,32;0,00;20409,32
;;001;087;15102;60000;2016/000311;2016/000311;ADQUISICIÓN DE SUELO TIERRA AL SITIO DE ARROYO DE MAZACOTE;209;MONCLOA-ARAVACA;06;URBANISMO;00;ADQUISICIÓN DE SUELO PARA INFRAESTRUCTURAS Y USO G;;;;;;;0,00;428217,17;428217,17;0,00;0,00;428217,17;428217,17;428217,17;0,00;428217,17
;;001;087;15102;68100;2016/000323;2016/000323;ADQUISICIÓN DE SUELO C/ CALERO PITA Y C/ MIGUEL ROCA, 33;213;PUENTE DE VALLECAS;06;URBANISMO;05;ADQUISICIÓN SUELO PATRIMONIAL;;;;;;;0,00;530884,82;530884,82;0,00;530884,82;0,00;0,00;0,00;0,00;0,00
;;001;087;15340;61904;2016/000332;2016/000332;DESARROLLO PLANES DE BARRIO. OBRAS DE URBANIZACIÓN;998;VARIOS DISTRITOS;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;4244481,00;2244481,00;6488962,00;2244481,00;4244481,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15340;61904;2016/000334;2016/000334;CALLE ATOCHA Y PLAZA DE JACINTO BENAVENTE. REURBANIZACIÓN;201;CENTRO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;2000000,00;43405,12;2043405,12;0,00;0,00;2043405,12;0,00;0,00;0,00;0,00
;;001;087;15340;61904;2016/000416;2016/000416;PARQUE LINEAL DEL MANZANARES SUR FASE II. ACONDICIONAMIENTO;217;VILLAVERDE;09;MEDIO AMBIENTE;00;PARQUES;;;;;;;1200000,00;-1100000,00;100000,00;100000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;61910;2016/000421;2016/000421;PLAN DE PAVIMENTACIÓN DE ACERAS EN BARRIOS.FASE I;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;800000,00;-554888,72;245111,28;245111,28;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;61910;2016/000421;2016/010421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO CENTRO. FASE I;201;CENTRO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;28255,10;28255,10;0,00;0,00;28255,10;28255,10;17198,45;0,00;17198,45
;;001;087;15321;61910;2016/000421;2016/020421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO ARGANZUELA. FASE I;202;ARGANZUELA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;127201,55;127201,55;0,00;0,00;127201,55;127201,55;77425,65;0,00;77425,65
;;001;087;15321;61910;2016/000421;2016/030421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO SALAMANCA. FASE I;204;SALAMANCA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;66679,63;66679,63;0,00;0,00;66679,63;66679,63;40586,87;0,00;40586,87
;;001;087;15321;61910;2016/000421;2016/040421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO CHAMARTÍN. FASE I;205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;12722,81;12722,81;0,00;0,00;12722,81;12722,81;7744,18;0,00;7744,18
;;001;087;15321;61910;2016/000421;2016/050421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO TETUÁN. FASE I;206;TETUAN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;34486,84;34486,84;0,00;0,00;34486,84;34486,84;20991,61;0,00;20991,61
;;001;087;15321;61910;2016/000421;2016/060421;PAVIMENTACIÓN ACERAS BARRIOS DISTRITO LATINA. FASE I;210;LATINA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;5611,11;5611,11;0,00;0,00;5611,11;5611,11;3415,40;0,00;3415,40
;;001;087;15321;61910;2016/000421;2016/070421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO CARABANCHEL. FASE I;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;40120,64;40120,64;0,00;0,00;40120,64;40120,64;24420,81;0,00;24420,81
;;001;087;15321;61910;2016/000421;2016/080421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO USERA. FASE I;212;USERA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;42429,17;42429,17;0,00;0,00;42429,17;42429,17;25825,98;0,00;25825,98
;;001;087;15321;61910;2016/000421;2016/090421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO PUENTE DE VALLECAS. FASE I;213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;42083,23;42083,23;0,00;0,00;42083,23;42083,23;25615,42;0,00;25615,42
;;001;087;15321;61910;2016/000421;2016/100421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO MORATALAZ. FASE I;214;MORATALAZ;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;49327,94;49327,94;0,00;0,00;49327,94;49327,94;30025,16;0,00;30025,16
;;001;087;15321;61910;2016/000421;2016/110421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO VICÁLVARO. FASE I;219;VICALVARO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;45759,77;45759,77;0,00;0,00;45759,77;45759,77;27853,28;0,00;27853,28
;;001;087;15321;61910;2016/000421;2016/120421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO SAN BLAS-CANILLEJAS. FASE I;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;113266,28;113266,28;0,00;0,00;113266,28;113266,28;68943,44;0,00;68943,44
;;001;087;15321;61910;2016/000421;2016/130421;PAVIMENTACIÓN ACERAS BARRIOS EN DISTRITO BARAJAS. FASE I;221;BARAJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;192055,93;192055,93;0,00;106277,28;85778,65;85778,65;52212,15;0,00;52212,15
;;001;087;15321;61910;2016/000424;2016/000424;PLAN DE PAVIMENTACIÓN DE CALZADAS EN BARRIOS. FASE I;998;VARIOS DISTRITOS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;300000,00;-230328,73;69671,27;69671,27;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15321;61910;2016/000424;2016/010424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO CENTRO. FASE I;201;CENTRO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;9010,73;9010,73;0,00;0,00;9010,73;9010,73;8961,06;0,00;8961,06
;;001;087;15321;61910;2016/000424;2016/020424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO ARGANZUELA. FASE I;202;ARGANZUELA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;19241,82;19241,82;0,00;0,00;19241,82;19241,82;19135,74;0,00;19135,74
;;001;087;15321;61910;2016/000424;2016/030424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO RETIRO. FASE I;203;RETIRO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;17976,38;17976,38;0,00;0,00;17976,38;17976,38;17877,27;0,00;17877,27
;;001;087;15321;61910;2016/000424;2016/040424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO SALAMANCA. FASE I;204;SALAMANCA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;32780,00;32780,00;0,00;0,00;32780,00;32780,00;32599,34;0,00;32599,34
;;001;087;15321;61910;2016/000424;2016/050424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO CHAMARTÍN. FASE I;205;CHAMARTIN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;45173,20;45173,20;0,00;0,00;45173,20;45173,20;44924,23;0,00;44924,23
;;001;087;15321;61910;2016/000424;2016/060424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO TETUÁN. FASE I;206;TETUAN;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;16851,28;16851,28;0,00;0,00;16851,28;16851,28;16758,42;0,00;16758,42
;;001;087;15321;61910;2016/000424;2016/070424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO CHAMBERÍ. FASE I;207;CHAMBERI;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;44259,79;44259,79;0,00;0,00;44259,79;44259,79;44015,84;0,00;44015,84
;;001;087;15321;61910;2016/000424;2016/080424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO FUENCARRAL-EL PARDO. FASE I;208;FUENCARRAL-EL PARDO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;20120,72;20120,72;0,00;0,00;20120,72;20120,72;20009,81;0,00;20009,81
;;001;087;15321;61910;2016/000424;2016/090424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO MONCLOA-ARAVACA. FASE I;209;MONCLOA-ARAVACA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;27450,38;27450,38;0,00;0,00;27450,38;27450,38;27299,07;0,00;27299,07
;;001;087;15321;61910;2016/000424;2016/100424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO LATINA. FASE I;210;LATINA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;20022,77;20022,77;0,00;0,00;20022,77;20022,77;19912,40;0,00;19912,40
;;001;087;15321;61910;2016/000424;2016/110424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO CARABANCHEL. FASE I;211;CARABANCHEL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;18657,68;18657,68;0,00;0,00;18657,68;18657,68;18554,84;0,00;18554,84
;;001;087;15321;61910;2016/000424;2016/120424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO USERA. FASE I;212;USERA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;29783,01;29783,01;0,00;0,00;29783,01;29783,01;29618,84;0,00;29618,84
;;001;087;15321;61910;2016/000424;2016/130424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO PUENTE DE VALLECAS. FASE I;213;PUENTE DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;20504,32;20504,32;0,00;0,00;20504,32;20504,32;20391,33;0,00;20391,33
;;001;087;15321;61910;2016/000424;2016/140424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO MORATALAZ. FASE I;214;MORATALAZ;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;29629,81;29629,81;0,00;0,00;29629,81;29629,81;29466,50;0,00;29466,50
;;001;087;15321;61910;2016/000424;2016/150424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO CIUDAD LINEAL. FASE I;215;CIUDAD LINEAL;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;36529,15;36529,15;0,00;0,00;36529,15;36529,15;36327,80;0,00;36327,80
;;001;087;15321;61910;2016/000424;2016/160424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO HORTALEZA. FASE I;216;HORTALEZA;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;36865,13;36865,13;0,00;0,00;36865,13;36865,13;36662,00;0,00;36662,00
;;001;087;15321;61910;2016/000424;2016/170424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO VILLAVERDE. FASE I;217;VILLAVERDE;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;21921,87;21921,87;0,00;0,00;21921,87;21921,87;21801,03;0,00;21801,03
;;001;087;15321;61910;2016/000424;2016/180424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO VILLA DE VALLECAS. FASE I;218;VILLA DE VALLECAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;20209,08;20209,08;0,00;0,00;20209,08;20209,08;20097,69;0,00;20097,69
;;001;087;15321;61910;2016/000424;2016/190424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO VICÁLVARO. FASE I;219;VICALVARO;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;24667,11;24667,11;0,00;0,00;24667,11;24667,11;24531,15;0,00;24531,15
;;001;087;15321;61910;2016/000424;2016/200424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO SAN BLAS-CANILLEJAS. FASE I;220;SAN BLAS-CANILLEJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;37274,67;37274,67;0,00;0,00;37274,67;37274,67;37069,23;0,00;37069,23
;;001;087;15321;61910;2016/000424;2016/210424;PAVIMENTACIÓN CALZADAS BARRIOS EN DISTRITO BARAJAS. FASE I;221;BARAJAS;08;MANTENIMIENTO URBANO;02;VÍAS PÚBLICAS;;;;;;;0,00;24746,22;24746,22;0,00;0,00;24746,22;24746,22;24609,83;0,00;24609,83
;;001;087;15340;61904;2016/000513;2016/000513;ÁMBITO DEL VIADUCTO. MEJORA PAISAJE URBANO;201;CENTRO;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;600000,00;-560000,00;40000,00;40000,00;0,00;0,00;0,00;0,00;0,00;0,00
;;001;087;15340;61904;2016/000514;2016/000514;C/ ANTONIO MACHADO. OBRAS DE REMODELACIÓN;209;MONCLOA-ARAVACA;06;URBANISMO;01;URBANIZACIÓN SUELO A CARGO DEL AYUNTAMIENTO;;;;;;;398960,00;0,00;398960,00;0,93;123667,12;275291,95;275291,95;0,00;0,00;0,00
;;001;087;16501;60917;2016/000515;2016/000515;ILUMINACIÓN INTEGRAL DE LA PLAZA MAYOR;201;CENTRO;08;MANTENIMIENTO URBANO;00;ALUMBRADO PÚBLICO;;;;;;;350000,00;-49787,72;300212,28;300212,28;0,00;0,00;0,00;0,00;0,00;0,00
