Centro;Descripcion Centro;Seccion;Descripcion Seccion;Programa;Descripcion Programa;Capitulo;Descripcion Capitulo;Economico;Relación de partidas;Proy-Ppto-2018;;Proy-Ppto-2018
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;15340;INFRAESTRUCTURAS URBANAS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;1708969,00;;1708969,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;15340;INFRAESTRUCTURAS URBANAS;6;INVERSIONES REALES;60904;URBANIZACIÓN A CARGO DEL AYUNTAMIENTO;108336,00;;108336,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;15340;INFRAESTRUCTURAS URBANAS;6;INVERSIONES REALES;60911;PASOS A DISTINTO NIVEL;343822,00;;343822,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;15340;INFRAESTRUCTURAS URBANAS;6;INVERSIONES REALES;61904;URBANIZACIÓN A CARGO DEL AYUNTAMIENTO (REMODELAC.);4930984,00;;4930984,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;15340;INFRAESTRUCTURAS URBANAS;6;INVERSIONES REALES;61910;VIALES (REMODELACIÓN);5585676,00;;5585676,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;15340;INFRAESTRUCTURAS URBANAS;7;TRANSFERENCIAS DE CAPITAL;77999;OTRAS SUBVENCIONES A EMPRESAS PRIVADAS;2934148,00;;2934148,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;16501;EQUIPAMIENTOS URBANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21000;REP.MANT. Y CONSERV. BIENES DESTINADOS USO GENERAL;15454,00;;15454,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;16501;EQUIPAMIENTOS URBANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;109380,00;;109380,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;16501;EQUIPAMIENTOS URBANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22713;EJECUCIÓN SUBSIDIARIA INMEDIATA;6951,00;;6951,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;16501;EQUIPAMIENTOS URBANOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;88950674,00;;88950674,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;44110;PROMOCIÓN, CONTROL Y DESARROLLO DEL TRANSPORTE;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;43235,00;;43235,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;44110;PROMOCIÓN, CONTROL Y DESARROLLO DEL TRANSPORTE;4;TRANSFERENCIAS CORRIENTES;45301;AL CONSORCIO REGIONAL DE TRANSPORTES DE MADRID;157983056,00;;157983056,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;44110;PROMOCIÓN, CONTROL Y DESARROLLO DEL TRANSPORTE;7;TRANSFERENCIAS DE CAPITAL;75301;AL CONSORCIO REGIONAL DE TRANSPORTES DE MADRID;494200,00;;494200,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;10000;RETRIBUCIONES BÁSICAS;95706,00;;95706,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;11000;RETRIBUCIONES BÁSICAS;29946,00;;29946,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;11001;RETRIBUCIONES COMPLEMENTARIAS;95574,00;;95574,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;14973,00;;14973,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;23352,00;;23352,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;68274,00;;68274,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;12006;TRIENIOS;26727,00;;26727,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;52420,00;;52420,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;123392,00;;123392,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;8753,00;;8753,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;31782,00;;31782,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;125728,00;;125728,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;1;GASTOS DE PERSONAL;16202;TRANSPORTE DEL PERSONAL;1729,00;;1729,00
001;AYUNTAMIENTO DE MADRID;087;DESARROLLO URBANO SOSTENIBLE;91206;ÁREA DE GOBIERNO DE DESARROLLO URBANO SOSTENIBLE;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22601;ATENCIONES PROTOCOLARIAS Y REPRESENTATIVAS;3459,00;;3459,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;92267,00;;92267,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;402734,00;;402734,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;311906,00;;311906,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;622582,00;;622582,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;6164631,00;;6164631,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;12005;SUELDOS DEL GRUPO E;39165,00;;39165,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;12006;TRIENIOS;1058012,00;;1058012,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;4745867,00;;4745867,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;9566194,00;;9566194,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;579355,00;;579355,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;385419,00;;385419,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;15100;GRATIFICACIONES POR SERVICIOS EXTRAORDINARIOS;500000,00;;500000,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;6312014,00;;6312014,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;16202;TRANSPORTE DEL PERSONAL;237578,00;;237578,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;1;GASTOS DE PERSONAL;16204;ACCIÓN SOCIAL;16800,00;;16800,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20400;ARRENDAMIENTOS DE MATERIAL DE TRANSPORTE;212847,00;;212847,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;97621,00;;97621,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21300;REP.MANT.Y CONSERV. MAQUINARIA, INSTAL. Y UTILLAJE;8263,00;;8263,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21400;REP., MANT. Y CONSERV. ELEMENTOS DE TRANSPORTE;229262,00;;229262,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22000;MATERIAL DE OFICINA ORDINARIO NO INVENTARIABLE;940,00;;940,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22002;MATERIAL INFORMÁTICO NO INVENTARIABLE;20534,00;;20534,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22199;OTROS SUMINISTROS;12162,00;;12162,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22602;PUBLICIDAD Y PROPAGANDA;54511,00;;54511,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22700;LIMPIEZA Y ASEO;331459,00;;331459,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22701;SEGURIDAD;218638,00;;218638,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;16913,00;;16913,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22708;SERVICIOS DE RECAUDACIÓN A FAVOR DE LA ENTIDAD;181960,00;;181960,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;1679,00;;1679,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23010;DEL PERSONAL DIRECTIVO;163,00;;163,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;23110;GASTOS DE VIAJE DEL PERSONAL DIRECTIVO;60,00;;60,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;6;INVERSIONES REALES;62300;MAQUINARIA;754291,00;;754291,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;6;INVERSIONES REALES;62799;OTROS PROYECTOS COMPLEJOS;915580,00;;915580,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13301;TRÁFICO;7;TRANSFERENCIAS DE CAPITAL;77999;OTRAS SUBVENCIONES A EMPRESAS PRIVADAS;799938,00;;799938,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;103464,00;;103464,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;74529,00;;74529,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;79317,00;;79317,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;78468,00;;78468,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;12006;TRIENIOS;67903,00;;67903,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;217728,00;;217728,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;499174,00;;499174,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;23327,00;;23327,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;67111,00;;67111,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;470,00;;470,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;39920,00;;39920,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;265944,00;;265944,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;1;GASTOS DE PERSONAL;16202;TRANSPORTE DEL PERSONAL;1729,00;;1729,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21200;REP.MANT. Y CONSERV. EDIFICIOS Y OTRAS CONSTRUC.;269810,00;;269810,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22603;PUBLICACIÓN EN DIARIOS OFICIALES;65914,00;;65914,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22699;OTROS GASTOS DIVERSOS;55149,00;;55149,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22706;ESTUDIOS Y TRABAJOS TÉCNICOS;30007,00;;30007,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13302;GESTIÓN DE APARCAMIENTOS;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22724;TRAB.Y SERV.EMPRESA MPAL. DE VIVIENDA Y SUELO,S.A.;9205,00;;9205,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;56001,00;;56001,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;136600,00;;136600,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;54613,00;;54613,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;374834,00;;374834,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;12005;SUELDOS DEL GRUPO E;31332,00;;31332,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;12006;TRIENIOS;91120,00;;91120,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;388707,00;;388707,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;793142,00;;793142,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;56091,00;;56091,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;57099,00;;57099,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;513911,00;;513911,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;16202;TRANSPORTE DEL PERSONAL;1874,00;;1874,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;1;GASTOS DE PERSONAL;16204;ACCIÓN SOCIAL;1680,00;;1680,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21900;REP., MANT. Y CONSERV. OTRO INMOVILIZADO MATERIAL;11282731,00;;11282731,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;13404;GESTIÓN DE LA MOVILIDAD;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22799;OTROS TRABAJOS REALIZADOS POR OTRAS EMP. Y PROF.;75650472,00;;75650472,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16001;INGENIERÍA DEL AGUA;6;INVERSIONES REALES;60904;URBANIZACIÓN A CARGO DEL AYUNTAMIENTO;951000,00;;951000,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16001;INGENIERÍA DEL AGUA;6;INVERSIONES REALES;60914;ALCANTARILLADO Y COLECTORES;28542,00;;28542,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16001;INGENIERÍA DEL AGUA;6;INVERSIONES REALES;62799;OTROS PROYECTOS COMPLEJOS;409408,00;;409408,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;10100;RETRIBUCIONES BÁSICAS;90439,00;;90439,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;12000;SUELDOS DEL GRUPO A1;251684,00;;251684,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;12001;SUELDOS DEL GRUPO A2;459474,00;;459474,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;12003;SUELDOS DEL GRUPO C1;108907,00;;108907,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;12004;SUELDOS DEL GRUPO C2;308460,00;;308460,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;12005;SUELDOS DEL GRUPO E;15666,00;;15666,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;12006;TRIENIOS;205658,00;;205658,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;12100;COMPLEMENTO DE DESTINO;660069,00;;660069,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;12101;COMPLEMENTO ESPECÍFICO;1606232,00;;1606232,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;12103;OTROS COMPLEMENTOS;82551,00;;82551,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;13000;RETRIBUCIONES BÁSICAS;66154,00;;66154,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;13002;OTRAS REMUNERACIONES;80738,00;;80738,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;15000;PRODUCTIVIDAD;99355,00;;99355,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;16000;SEGURIDAD SOCIAL;946284,00;;946284,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;16202;TRANSPORTE DEL PERSONAL;5189,00;;5189,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;1;GASTOS DE PERSONAL;16204;ACCIÓN SOCIAL;1680,00;;1680,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;20901;CÁNONES;3866610,00;;3866610,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;21000;REP.MANT. Y CONSERV. BIENES DESTINADOS USO GENERAL;514780,00;;514780,00
001;AYUNTAMIENTO DE MADRID;097;MEDIO AMBIENTE Y MOVILIDAD;16102;SUMINISTRO HÍDRICO;2;GASTOS EN BIENES CORRIENTES Y SERVICIOS;22101;AGUA;181541,00;;181541,00
